epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.614008247852325,0.787894785404205,0.59703928232193,0.707290589809418
1,0.65563976764679,0.630953907966614,0.113833591341972,4.99031972885132
2,0.680871427059174,0.64435088634491,0.649923443794251,0.655415117740631
3,0.698560357093811,0.633400797843933,0.572741210460663,1.36194920539856
4,0.712637543678284,0.621726870536804,0.679224073886871,0.82357931137085
5,0.721405386924744,0.609344482421875,0.669219017028809,0.58293616771698
6,0.729037463665008,0.600609004497528,0.563042342662811,1.42318451404572
7,0.735035836696625,0.596341490745544,0.645125091075897,1.2210636138916
8,0.739553809165955,0.583536565303803,0.627769291400909,0.523661315441132
9,0.743727207183838,0.582050561904907,0.66248083114624,0.447164386510849
10,0.74772185087204,0.573789536952972,0.601939737796783,0.744844138622284
11,0.749100208282471,0.570921242237091,0.618172526359558,1.22632825374603
12,0.749355494976044,0.574124753475189,0.640122532844543,0.662262916564941
13,0.755162477493286,0.565173983573914,0.627871334552765,0.443766295909882
14,0.758723258972168,0.56517767906189,0.614190936088562,0.552298009395599
15,0.760025024414063,0.559339225292206,0.680142939090729,0.672188699245453
16,0.760407865047455,0.56038910150528,0.675140380859375,0.926903545856476
17,0.763305008411408,0.55322253704071,0.681980609893799,0.705421924591064
18,0.764798223972321,0.546859741210938,0.617049515247345,0.493912607431412
19,0.766176581382751,0.549217700958252,0.654721796512604,0.415177017450333
20,0.770375490188599,0.545223712921143,0.671056687831879,0.842603921890259
21,0.770401000976563,0.540921092033386,0.64247065782547,0.53784841299057
22,0.771370947360992,0.537307024002075,0.673608958721161,0.576939344406128
23,0.773770332336426,0.53747022151947,0.69872385263443,0.451234191656113
24,0.774459481239319,0.532214164733887,0.679530382156372,0.448878914117813
25,0.775978267192841,0.529753148555756,0.567228198051453,0.787824332714081
26,0.777216196060181,0.531552255153656,0.684430837631226,0.715589582920074
27,0.778569042682648,0.534123480319977,0.65533435344696,0.414944648742676
28,0.78056001663208,0.527042806148529,0.654517590999603,0.936388254165649
29,0.78249990940094,0.526304244995117,0.649310886859894,0.396845430135727
30,0.784222900867462,0.528316974639893,0.515773355960846,2.33080172538757
31,0.784835517406464,0.518915832042694,0.745074033737183,0.474223971366882
32,0.785218358039856,0.520628809928894,0.666972935199737,0.854011535644531
33,0.785869240760803,0.517178475856781,0.710566639900208,0.549835681915283
34,0.785588502883911,0.508490085601807,0.693414986133575,0.441628396511078
35,0.787388026714325,0.516022145748138,0.567738652229309,1.7992377281189
36,0.789200305938721,0.509978950023651,0.674527823925018,0.446068525314331
37,0.789021611213684,0.509163439273834,0.703317999839783,0.407021403312683
38,0.790438294410706,0.506462335586548,0.368861675262451,3.1986711025238
39,0.790782868862152,0.503662288188934,0.429811120033264,3.34190249443054
40,0.793335378170013,0.505294263362885,0.729760110378265,0.488687038421631
41,0.793182253837585,0.503442406654358,0.628994405269623,1.25728273391724
42,0.794177711009979,0.493636965751648,0.650331795215607,0.508200347423553
43,0.793935239315033,0.499880403280258,0.645635545253754,0.610521972179413
44,0.795568823814392,0.498084723949432,0.668198049068451,0.890445053577423
45,0.795364618301392,0.497796267271042,0.685349643230438,0.483741343021393
46,0.794943451881409,0.496487438678742,0.735273122787476,0.758047759532928
47,0.796959936618805,0.497532725334168,0.478611528873444,2.89049649238586
48,0.799244463443756,0.496149480342865,0.731495678424835,0.472531467676163
49,0.797049283981323,0.490722298622131,0.75865238904953,0.56513512134552
50,0.798976421356201,0.496451497077942,0.418580919504166,2.65791416168213
51,0.798848807811737,0.484452277421951,0.663808047771454,1.20299243927002
52,0.80094188451767,0.485519409179688,0.398570686578751,2.90488171577454
53,0.8021160364151,0.488498598337174,0.77131187915802,0.562024891376495
54,0.801452398300171,0.485542267560959,0.727514028549194,0.536424160003662
55,0.801286458969116,0.482292413711548,0.762633979320526,0.539697468280792
56,0.80465579032898,0.481339186429977,0.712914764881134,0.650345504283905
57,0.803941071033478,0.478304654359818,0.699642658233643,0.962525308132172
58,0.804183602333069,0.476974129676819,0.679224073886871,1.0309956073761
59,0.805447101593018,0.478962570428848,0.666564583778381,0.477468430995941
60,0.807297646999359,0.475003123283386,0.714548230171204,0.929223299026489
61,0.805357754230499,0.476285010576248,0.705257773399353,0.540103316307068
62,0.807170033454895,0.480102926492691,0.665033161640167,0.909698247909546
63,0.808063387870789,0.471343249082565,0.739663064479828,0.746065437793732
64,0.807591199874878,0.470768630504608,0.660541117191315,0.76195901632309
65,0.808497309684753,0.467170476913452,0.743746817111969,0.61815869808197
66,0.808267593383789,0.467659741640091,0.538029611110687,2.29781413078308
67,0.809607684612274,0.464969843626022,0.736294031143189,0.771784126758575
68,0.810386180877685,0.466251879930496,0.618785083293915,0.692598640918732
69,0.809633195400238,0.463723540306091,0.550178647041321,2.41978454589844
70,0.811343371868133,0.465667426586151,0.592138826847076,1.55595779418945
71,0.811713516712189,0.464934647083283,0.450331807136536,2.71454334259033
72,0.811790108680725,0.460556864738464,0.759469091892242,0.523492217063904
73,0.811790108680725,0.460827380418778,0.691577315330505,0.946618497371674
74,0.81212192773819,0.46044647693634,0.712812662124634,0.656287968158722
75,0.813538551330566,0.461922913789749,0.635017871856689,0.574770033359528
76,0.814482986927033,0.461521774530411,0.715773344039917,0.943302869796753
77,0.814802050590515,0.457847058773041,0.768453299999237,0.637461841106415
78,0.814623355865479,0.456799924373627,0.75681471824646,0.540257930755615
79,0.815184950828552,0.452091187238693,0.726288914680481,0.800566375255585
